Year,Month,Tmax,Tmin,SumOfPrecipitations
2026,1,1.9439941406250227,-32.78705444335935,75.16655731201172
2026,2,5.548181152343773,-32.6481994628906,53.874908447265625
2026,3,11.375573730468773,-29.422445678710915,68.21224975585938
2026,4,22.230859375000023,-15.243749999999977,55.57261657714844
2026,5,28.766290283203148,-5.346777343749977,58.58125686645508
2026,6,31.067346191406273,1.4862304687500227,84.18709564208984
2026,7,32.47576293945315,5.142297363281273,78.9952621459961
2026,8,29.842065429687523,3.7537170410156477,69.79276275634766
2026,9,27.212915039062523,-0.8819641113281023,95.64157104492188
2026,10,22.616906738281273,-5.352880859374977,87.25042724609375
2026,11,11.819635009765648,-14.915686035156227,91.34735107421875
2026,12,4.405267333984398,-28.401617431640602,85.94957733154297
2027,1,2.1148925781250227,-33.79111328124998,79.94131469726562
2027,2,3.7567687988281477,-33.87198486328123,61.53623580932617
2027,3,11.436639404296898,-27.953009033203102,65.68305969238281
2027,4,21.081872558593773,-13.745336914062477,52.586944580078125
2027,5,29.393457031250023,-3.7720397949218523,63.6002082824707
2027,6,31.425958251953148,1.2726074218750227,81.6592025756836
2027,7,31.163476562500023,5.066003417968773,76.89971160888672
2027,8,29.022637939453148,4.545648193359398,80.01509857177734
2027,9,28.522149658203148,-0.8270629882812273,88.4189682006836
2027,10,23.179956054687523,-5.763342285156227,81.40113067626953
2027,11,14.099328613281273,-16.519415283203102,91.61822509765625
2027,12,4.428155517578148,-28.146795654296852,77.808837890625
2028,1,2.3681884765625227,-31.66551818847654,82.91301727294922
2028,2,5.110253906250023,-31.966131591796852,64.01073455810547
2028,3,12.347589111328148,-28.070501708984352,73.8453598022461
2028,4,19.781793212890648,-13.228063964843727,55.86128616333008
2028,5,28.584710693359398,-4.466314697265602,59.29207992553711
2028,6,31.546502685546898,1.6281372070312727,105.91722869873047
2028,7,32.1660095214844,5.395593261718773,82.92192077636719
2028,8,30.246423339843773,3.5919738769531477,77.67790985107422
2028,9,27.586785888671898,-1.7883666992187273,94.13471221923828
